,id,review,label
1127,1128,eid mubarak to all ubqari member's and also all pakistani alhumdulillah allah bless every one and bless molana tariq mahmood sahab,positive
6061,6062,khan saib niklay hum app kay saath hai,positive
6079,6080,saisat mein app nay zamana talib ilmi say hi hissa layna shuro kardiya tha,positive
1810,1811,press culb mein pur hujom press conference mein meera aur naeem ghuman ne dastawez par dastakhat kiye,positive
126,127,acha tell me yeh itnay baray baray jalsay jokarta hai woh pesa kahan sey ata hi ? zakkat khata hai yeh gareebon ki hospital ko jo milti hai,negative
5826,5827,lagta tum jawab ni daina chahyy,negative
935,936,yaa bhai loota hai..... ,negative
1976,1977,hazrat g ki kya bat hy,positive
6050,6051,hahahahaha darust baat hai wesay,positive
404,405,aap sarkon pe reh ke khush hu..,negative
3168,3169,"iski betyan to nahi hain jo nachti hain, sawal un maa baap se hy jo skul bejne k bajaye yahan la ker unko nachate hain, practice bhi ghar me wuhi kerwate hain or aise kapre b parents hi khareed ker dete hain",negative
3078,3079,"apni apni khabaasat k tajurby hain, tum sy bara tajrba-kaar kaun bhala",negative
3387,3388,mari bati ur un ky ghar walon kyliay dua ki darkhwast ha,positive
4635,4636,konsa dhemaka agay thore ho rehay hian dhamakay jo abi or hone wala hai,negative
351,352,uncle wo namaz prh raha ha ,positive
5335,5336,iss kay sath sath unhon nay  socialism ka bagor motala kia tha iss tarah woh ikhtaiarat ko markazi shakhsiyat ya markazi adaron kay pass jama kernay ka rojhan bhi rakhtay thay. ,positive
3013,3014,royat e hilal committee ka jo naya chairman hoga wo mojuda chairman k maslak ka he hoga ,positive
2573,2574,him sb apke sath hen s safar m him b inshaallah madam ba madam apke sath ap he nahen had us in san k sath hen jo hamare milk was qom k liye salamti chahty hen dua h allah pak hmen hamare mulk or tamam musalmanu ji hifazat farmaenameen,positive
1124,1125,bht soft bolta h,positive
1912,1913,rafeeq peer theater ke leye un ke gaye howae naghme aaj bhi mashor hain,positive
6221,6222,hadse me 28 afraad zakhmi rescue zarae ,negative
262,263,awwlaaa asees ma ny pehly audio suni thi alhamra ma ub video b bht achay,positive
1462,1463,allah ka khauf kar please allah ke waste eid me maat khatam kar naa,negative
2278,2279,"waste of money. f7 accha mobile hai par paise zyada hain, in paison mein accha flagship phone mil sakta hai....",negative
3658,3659,great addition for pti,positive
1730,1731,mashallah allah buri nazer sy bchayn,positive
4968,4969,mashlllha islam k hero,positive
1797,1798,liaquatabad sindhi hotel k qareeb rangers ka search operation shuro ghar ghar talashi dakhli kharji rastay bund ,negative
1692,1693,boht khoob,positive
60,61,aisee h hai allah paak ki rehmat.........infinite,positive
1981,1982,g ak kaam hai ap se sir,positive
1655,1656,us waqat urton ko samaji khidmat aur hajatmandon ki imdad ka koi tajurba na tha.,negative
5314,5315,yar jaga chota he,negative
6130,6131,"bhai pta nhi khudd kya lene nikly huwy ho ap or pics lay kr humay tag kr rhy hokyu nabila baji, ???? ",negative
401,402,london tu imran khan bhi jata hy bacho sy aur purani bivi sy milnye,negative
5046,5047,ulfat kin ae manzil ko chala   tu bahein daal ke baahon mein& anwar kamal pasha ki in dono films ki kamiyabi mein iqbal bano ki awaaz ka bohat dakhal tha,positive
5666,5667,hum tou phans jaty haiððð,negative
956,957,mujhy apny program me invite kren main in idaron k khilaaf rishwat k proof pakidtaan k awaam ko dikhana chahata hn..,positive
1746,1747,bilquis edhi ke naam se kon waqif nahi.,positive
1084,1085,target killing bhatta khorri degar jaraim mn mulavis hunay ka illzam ky rehnuma usman moazzam 90 roz k lia rangers k hawaly ,positive
3967,3968,hahahahaha bht hi kameeny ho ap wesay brdasht ni hua na,negative
5523,5524,bat bat pic acha hi im dil hi jaan kici hi,positive
4823,4824,great man,positive
2399,2400,jiya ki bachi ko ab to samjh jana chahiye,negative
1644,1645,aja aja...jldi se..delhi ki sadko pe..fir se awaaragardi krenge ,negative
368,369,yar arsal ko zyada pyar dekhaya hai jiya ke sath in 2 episode mai aur woh jiya abhi bhi shery ke sath ha.phele kinza irritate karti thi ab shery karta hai.arsal ki acting5 star hai..,positive
354,355, lekin ab lag raha hai ke jamat e islami ke 75 sala ameer maulana mutee ur rehman nizami samait aik darjan se zaiyd aeham siyasi karkuno ko phansi ki saza suna kar bangladesh ko danista taur par tabahi ki janib dhakela ja raha hai,negative
2359,2360,harami ko sarae aam phansi do,negative
4956,4957,kinza tu zeher lgi sj mjhy,negative
5340,5341," siyasat, mazhab, tasoof, saqafat aur adab jaise matnoo aur baaz auqaat mutazad mazameen par kausar niazi ko yaksaa dastaras hasil thi",positive
3315,3316,itni piyari sharkaaainn,positive
3032,3033,edhi marakazi aik khasiyat ye bhi hai kay edhi marakz kay bahir bacha gari ka ahtemam hai ta kay khawateen bache ki dekh bhal nahi kar sakti apne bache ko yeaha chor kar ja sake is bache ko edhi foundation apne yateem khane mein panha deti hai aur isko muft taleem di jati hai.,positive
547,548,allah ap ki hefazat farmaye.,positive
6040,6041,bajah farmaya messneyðð,negative
1742,1743,badshah salamat: si sir mujhe milay hain cheethray circuit k,negative
1846,1847,un hi ki rafaqat ki wajah se 13 saal ki umar mein nisar bazmi nohat se ragon par abor hasil kar chuke the,positive
2956,2957,w slam subah bakhair. jumma mubarak,positive
6243,6244,jxi tri kaali zuban h tjhy hi aisi saas mily .....jo kisi k bary m kehta h usky khud k sath hota h,negative
2605,2606,jazakallah parwardgar salamat rakhe,positive
1721,1722,billa akhir 1955 mein inayat hussain bhatti ko film âheerâ mein hero ke tor par kaam karne ka muqa mila aur golokari ke sath sath un ki adakari ko bhi khasa saraha gaya,positive
4684,4685,hassan husnain,positive
2337,2338,he entered in guinness book of world record for the singer of most recorded albums,positive
3876,3877,lajawab,positive
5560,5561, pir ali muhammed rashdi ne mansoba pakistan ke mumkin ul amal hone ki aik wajah jamaa report bhi pesh kit hi,positive
1414,1415,phir yeh hua ke radio pakistan ke farmaishi naghmon ke programs mein 90 % log attaullah esakhelvi ke songs ki farmaiysh karte,positive
3700,3701,mujhe jote kharidne ka shoq hai magar koi si do joriyan hi bar bar pehanta hun,positive
1020,1021,belkul sahe lajawb,positive
2658,2659, 31 may 2009 ko muqabalon ke mezban sheharon ka elan karte howae unhon ne waze kiya ke ye wo shehar hain jin ke zarye pore mulk mein football ke tamashai muqabalon se mehzoz ho saken ge,positive
4188,4189,beshak kyun ni meri piyari sis,positive
614,615,is tarha mujhe kaam karne mein maza aaega aur logon ko bhi nea pan ka aehsaas hoga,positive
3047,3048,aj ki episode bhi boht axhi thi.dj ki acting to super hchalo jiya ko ahsaas to hua arsal kaor bilo ki acting bhi bht axhi h,positive
5280,5281,is muzahire ke bad peter grad mein hartaal hoi aur khawateen (women) ka ye ahtejaj is had tak phel gaya ke aik hafte ke andar zar nicolas dom medan chor kar bhagne par majbor ho gaya,positive
2219,2220,flavour sent nahi kiye jhot bolny lagae hain yeah loug... just ce5 bhj dya,negative
2331,2332,main sab se ziada ,positive
1618,1619,mashallah in ko lambi or seht wali zindge day allah...,positive
2473,2474,allah rab ul izzat ubqari idary aur hakeem tariq mehmood sab ko es eid ki barkatain aur karoron khushiun se nawazy aur apni hifz o amman main rakhy ameen sum ameen ya rab ul aalameen.,positive
3033,3034,purani subzi mandi k qareeb firing se 1 shakhs zakhmi ,negative
3806,3807,kisi ourat kay liye halal nahi k woh sohar ki ejazt k baghair nafli roza rakhy ,negative
4386,4387,to jo tareen ny imran py pesa lgaya hai vo govt main aa k corruption kr k ye kese pora karain gain ? ,negative
5750,5751,a1 pic hi good jani,positive
4727,4728,aunty k lie meri taraf se aik chummi idhr aik chummi idhr :'),positive
2905,2906,very bad dj ne ja video wap ni ki arsal ko,negative
4632,4633,27 august 2006 ko ray shumari hoi jis ke natije mein tehrik e adam etemad nakam ho gayi,negative
3166,3167,kaafi acha saath dia north trip pe inhon ne while trekking upto fairy meadows,positive
5712,5713,first a fall hum jahiloon par haath nahi uthata,negative
5066,5067,hehehehe wo b spcl logn koo judge kia jataa naa meshhhhiii proud to b spcl oneðððð,positive
4457,4458, unhon ne razakarana tor par mahaz ki agli safon mein larne ke leye apni khidmat pesh kein aur is position mein larte howe dushman ke kai hamle pipa kiye,positive
3408,3409,awla kaam kerdia hai agar bach gae hongy to khudi baaz ajain gaye r yaad rakhy gae k last time bund pay fire wajy thy ab nahe kerna,positive
5525,5526,yeh kaha sa pkr ka layeh ha,negative
3240,3241,ricky ponting 2003 mein wisden leading cricketer in the world aur 2006 mein wisden cricket of the year ka aezaaz bhi hasil kar chuke hain,positive
2053,2054,yaar bc asli wala live asli wali feels hai tbh,negative
347,348, ghulam ishaq khan jabri retirement ke bad peshwar mein gosh nashen ho gaye ow do saal musalsal bemar rahe,negative
493,494,lekin haqeeqat ye bhi hai ke in ki ghazlon ka sarmaya kafi hai aur hafeez jullandhuri khud ko ghazal go kehalwana pasand karte the,positive
3541,3542,helen keller ki ziyadah tar koshishein apne hi jese degar nabena afrad ke leye waqf thi. ,positive
6245,6246,in dino jaya prada azaad candidate ki hesiyat se lok sabha ki rukun hain aur siyasat ke maidan mein tahaal sargaram hain,positive
3284,3285,ye 1st ramadan se kinza shaitan geri kar rahi hai jab se drama start huwa hai aur 1st ramadan se shaitan band hai aur sach pochiye toh ye kinza shaitan ki kami mehsoos hone nhii derahi.,negative
5220,5221,hamari industry mein aaj tak un jaisa hero nahi aaya aur koi bhi artist un ki jagah nahi le saka,positive
3734,3735,yr wesy mil k sb ko set kr dyn gyn ð,positive
2439,2440,june ka meheena with ac pakistan ma guzarao pir pata lagy...,negative
3685,3686,londiyon sy zada londy yaha pighlty bheee,negative
1318,1319,like karry kho di de... kho zyaati kaarnamy kho paki sta leader di....,negative
4505,4506,master of muk muka,positive
3368,3369,han lkn lame e lgrh ha ðð,negative
432,433,achha krti ho,positive
5094,5095,mene dhoundh lia akhir ðð« ððâ¥ï¸ð  i m lucky ðð¤«,positive
5859,5860, tahum shahid afridi ne apne watan ke liye khelne ko daulat kamane par tarjeeh di aur england ke khilaaf series ke baiys bpl mein khelne se inkaar kar diya,positive
3239,3240,n ki maut ki wajah khuwab aawar goliyon ka ziyada doze tha,negative
4597,4598,waheed murad key walid nisar murad karachi mein kamyab distri bauter they 1962 mein waheed murad ne karachi university se ma (english) kiya aur uskey bad walid key karobar mein purey tour par shareek hotey huay apni pehli film aulad ka agaz keya jis key director sm yousuf they aur adakaron mein nayar sultana aur darpen shamil they waheed murad nay iss film mein aik roll bhi ada keya lakin in ki adakari key asal jaouher tab khuley jab un key dost  parvaiz malik amrica se film sazi ka diploma ley ker lautey aur unhon nay waheed murad ki film heera aur patther ki hedayat kari key faraiz sanbhal leyeh,positive
4644,4645,hahaha dfa hoja,negative
3443,3444, ashfaq ahmed apne dramon mein plot se ziyada mukalmey par zoor dete the aur un ke kiradar taweel guftugo karte the,positive
1294,1295,"mashah allah, allah kreem qabool frmay",positive
758,759,"retirement ke bad wo coach aur manager ke tor par quami team ka tawil hissa rahe aur is sare dor mein pakistan ne bohat si yadgar fatohat hasil kein, jin mein numayan tar 92 ke worldcup mein kamyabi hai",positive
5173,5174,allah waseem bhai ki har dua kabool kary ameen,positive
4214,4215,bhai kesa inho ne pic me dikhaya hai waisa product nahi hai ye mustard chino nahi balke orange denim pant hai daraz se kabhi koi cheez order mat kia karen,negative
5487,5488,bolti rho jo mrzi mai kia krun,negative
5957,5958,ranger or police checking in ki nhi krti unki krti hai jis k pas kuch na ho ye aram se khula ghum rahy hain,negative
5257,5258,angelina jolie ki zindagi ke kai phelo hain lekin unhein khas tor par insan dost adakar ke tor par jana jata hai,positive
1245,1246,nwfp mein sanati mulazmeen ke liye to kam se kam ujrat muqarrar kar di gai lekin gharelo mulazmeen ke liye aisa kuch nahi hua.,negative
2638,2639,lorry ne he apne sabiq boy friend actor nicholas cage ke zariye johnny depp ko filmy duniya mein mutarrif karwaya tha,positive
4315,4316, jab us ke ghar beti ne janam liya to us ne apni is beti ka naam bohat piyar se malale ke naam par malala rakha,positive
5563,5564,ink jesa azeem insan many nhi dehka aj allah pak inki umar daraz farmye,positive
878,879,zabardast yrrrr... 1 ye billo bandriii bohat he wo hai... ... fasadan... cute b hai ,negative
4166,4167,un ke khotot is ki waze missal hain,positive
3729,3730,baycot kartay hain,negative
191,192, maha pura gaana hai tum ko pasand aiga,positive
194,195,qsmyyy ghunny maisny ððð,negative
3025,3026,money laundering case quaid_mqm or 3 sathio ki zamanat mn october tak tausee kr di gai kal police station mn bhi paish hona tha ,negative
1828,1829, malala yousafzai ko pakistan ka phela ezaz bara e aman diya gaya,positive
214,215,edhi center mein 1952 se qaim shudah jhula project ka charge bhi unhon ne bakhubi sanbhala.,positive
2495,2496,allah maray murshad ke sada hifazat farmay,positive
2851,2852,allah is ko gharaq kary ameeeeeen,negative
5297,5298,acha,positive
3834,3835,yh ha bazooka..thaaaaaaaa.nice flavor  read more  hide,positive
6262,6263,send krdi bacho ro nahi shabash :-*,negative
5386,5387,sir apse bht umeeden hen sir,positive
5817,5818,humy inshaf ly ky do bhai ye b zanab jisi bachi hai upar se nabina bachi thi ,negative
37,38,ustad bare ghulam ali khan ne mosiqi ke tamam raz master inayat hussain par wa kar deye aur un ki khososi tawajah ne master inayat hussain mein ese roshni paida ki jis ka izhar unhon ne apni filmi mosiqi mein is tarah kiya ke un ke banaye howae geet amar ho gaye aur aaj bhi sune walon ke kanon mein ras gholte hain,positive
621,622,agar aap ko piyar aur acha mahaul milta hai to aap ko kisi aur chez ki parwah nahi hoti.,positive
999,1000,kon kry ga rehnumai saqib raza mustafai,positive
69,70,ubqari k adwiyaat khany se mil jaye ga anmool khazana,positive
1884,1885,"aik taraf to inhe marshal arts se na sirf qalbi lagao hai,bal ke wo judo ke mahir ( black belt, 6 dawn ) bhi hain. ",positive
837,838,ao un k gunah kum krty hain ððð,positive
648,649,pakistani culture toh nahe indian culture he follow kia hoa hy :))eid pe kyun release krni phr :),negative
5981,5982," inho ne satya jeet rai ki shatranj ke khiladi 1977 ke ilawa, noori 1979, chashm e baddor 1981, umrao jaan 1981, bazaar 1982, sath sath 1982, rang barangi 1983, kisi se na kehna 1983, aur biwi ho to aesi 1988, mien yadgaar kirdar adaa kiye",positive
1852,1853,fir kataygi ab,negative
945,946,hazrat g dua farma dyn mary meri famli k liy,positive
1051,1052,ab mt krna,negative
4022,4023,sings police sharm karo,negative
3377,3378,aj ap ny dil he jeet lia.jo kuch howa aj election commission ky offc may fee submitte karwaty howy,positive
3073,3074,1918 mein tehreek e khilafat shuru hui to aap jaan o maal se us mein shamil ho gaey,positive
4609,4610,hahahah hawn kh dn giið tm b mera taraf sy uncle aunty ko shukriya kh doð,positive
1795,1796, jahangir khan apne barae bhai torsam ke khail sey bahot motasir they,positive
3668,3669,last seen bht axha tha jb arsal se coffee girti hai jiya ky hath per osm,negative
3851,3852,yh hobby ksee din hmyy marwayeee gaððð,negative
544,545,ahaaaaaa ....ab ay ga mza ...bdly ka tym...a geya .... *asy h* yad aya kuch,positive
1132,1133,hanya khan uff itnee bagaawt,negative
4476,4477,bht achcha hy labtop hy,positive
3203,3204,yehi comment expect kia tha yaar tu vi relax kar k ik waari soch la,positive
636,637,nahi hona chahye .hmara mulak pakistan islam ki base pa marz e wujood ma aya tha .ghair muslims ka koi haq nhi hai .,negative
5696,5697,mere murshad jesa koi nahi,positive
2993,2994,"marilyn monroe ki zindagi ke aakhri saal zehni o jazbati uljhano, bemariyon aur nafsiyati masaiyl se ibarat rahe",negative
2121,2122,haaton ko milk mein daal tu den lekin us k baad jo ammi bolengi k sara milk kharab ker dia phir kia karen?:wk ,negative
1205,1206,"allah kareem aap ko lambi omer atta farmaye, ameen",positive
3796,3797,hum bhi uske aashique ho gaye hain!,positive
3378,3379,party rehnuma chahtay thay main ghar me chapatian banati rahun shadi ki angothi tak nahi mili ghar me taweez bhi milay reham khan,negative
3102,3103,bht badtameez hu tum,negative
5095,5096,nhi krna chahie essa shafay loves bia,negative
788,789,fazool shirt fazool print kabhi na kharidna,negative
2917,2918,jeet k ye match finals m pohch jao gy???agr haan to pocho suggestions...idiots!!!,positive
3305,3306,"brian lara ne 131 test matches mein 11953 runs score kiye, wo test matches mein sab se ziyada runs banane ke aitebar se duniya mein 4th number par hain",positive
4674,4675,ï¿½eeeâ¬ï¿½eee un ke likhe howae afsane aur qalmi khake adbi halkon mein aik khas shuhrat rakhte the lekin un ki manzil afsana aue khaka nigari na thi,positive
2505,2506, haa meri jaan,positive
297,298, awam nay inpar do martaba aitamad kartay hoye inhain muntakhab kia,positive
6062,6063,ta tokhe ker acting karar laye payo chawey  tu rugo mike khari bheeja  yaan video khadja,negative
639,640, director ms sathewan in ke paas pohanche aur inhe garam hawa mien aik aeham moaawin kirdar adaa karne ki pesh kash ki,positive
6078,6079,lannat allah pak is k tamam khandan or is ko taba or barbad karay. ..ameen ya rab ul almeen,negative
4238,4239,mai shukar guzar hn ami abu ki :-/,positive
3141,3142," 27 june 2005 ko ulma ke aik wafad se baat chet karte hoye wazir e azam shaukat aziz ne kha ke qanon ki hukumrani yaqini banana hukumat ki zimedari hai, masher se boraiyon ke khatme aur awam ko insaf ki fari aur sasti farhami ko yaqini banane ke leye hum kaam kar rahe hain",positive
5771,5772,duwa ke darhkast ha marry aur mari famliy ky lye,positive
5510,5511,dua krn k allah mjy jld aulad dy dy,positive
6113,6114,"mohammad hafeez: bator naib captain ye meri zimedari hoti hai, jab shahid afridi captain the to main un se bhi baat cheet karta rehta tha is mein koi qabahat nahi, agar aap ke zehan mein koi achi baat hai to zaror dosre tak pohanchani chaheye",negative
3988,3989,"dostoo iss khawaja,saraa ki bat ko mat ehmiyat doo ye naa to aadmi hy aur naa hi aourat darmiyani cheez hy jo bi bhounkata hy sunn lia karoo",negative
2189,2190,china nay zalzala mutasireen ki imdaad kay liye aik lakh amriki dollar pakistan kay hawalay kar diye ,positive
580,581,very good,positive
3026,3027,pak zindabaaab,positive
914,915,bht ghatia product hae very bad even not working little but total waist ghatia tareen product hae please apny pese waist na kryn,negative
1500,1501, judge ne  pervez musharraf ke samne sar jhukane se inkar kar diya,positive
3406,3407,hazrat jee mera bhi salam qabool karen,positive
4611,4612, dono ne jis andaz mein bharti fielding ko mutashir kar ka runs samaete shayid hi aisi innings dobara kabhi dekhne mein na aye,positive
294,295,ayaz sadiq k bad siddiq b out n league ka teenon halqon ,positive
5952,5953,1974 mein janab altaf hussain islamia college say bsc (pre medical group) ki digre hasil ki,positive
1178,1179,allah meri behan ko ulad ata kary ameen,positive
206,207,"buhat acha laga, mein again use karunga.",positive
2105,2106,shafay ko kion nahin koi batata...ab bia bhi khamosh ho gaye hey??? ,negative
2831,2832,pheli dafa mera naam gaya tha.,positive
3309,3310,"40 saal kaay honay par bhi agar insaan bad amal hi karta rahay, tou phir shaitaan uss insaan ko bossa daita hai, dosary lafzoon main akhrat main yeh insaan juhnum main janay saay naheen bachay gaa...aur shaitaan ki iss main kamyabi hai,...",negative
5638,5639,dj bht cute haai yrr kinza phlt to bari masoom thi ,positive
3158,3159,hmare peso ka dress pehn k ghareeb ki bachi kitni shokhii ho rhi h ..... awam k pese loot k bahu k kharchy poory kiye h,negative
5608,5609,in any other country in the world incident like aps had happened ..tht country would destroy terriosts in months ..but here har galti ko awam ki qurbani ka name day dia jata..ek show piece rakha hua #kulbushan uski pooja krty hain ..lol pkr kia lea ab qiamat tak saja k rakhna qarnama kiya boht pkr k..india nay pkra hta ab tak latka b dia hta,negative
1,2,ya allah meri sister affia ki madad farma,positive
2568,2569,kiun g hamara sher worker hy,negative
4681,4682,sindh govt ne nazimabad under pass ka mansooba khamoshi se khatam ker dia ,negative
2375,2376,albta pti km tajrubakar team ko ek partner mel hi gya ,positive
5626,5627," imran kafi tez daurte hain, lekin main bhi itni he tez daur sakti hon ke jitni tez imran daurte hain. ",positive
3840,3841,halfia kehta ho k mera or mqm ka raw se koi taluq nhi,negative
5070,5071,1960 se 1963 tak aap aik zehni bemari shez-o-fareniya ke mareez rahe,negative
2393,2394,allah pak apko lambi umar ata farmai,positive
6126,6127, unhon ne kha ke 5 saal qabal sadar musharaf ne khush hali ka safar shoro kiya aur jo riyasat diwaliya aur nakaam samjhi jati thi hum ne use sirf 5 saal mein kashkol tor kar khud kafil banaya,positive
1459,1460, retired honey sey pehley unhon ney mosalsel 10 bar yea ejaz hasil kea jo aik record hay,positive
1148,1149,allah iss fana kry kuty k bachy ko,negative
4578,4579,bilquis edhi ko in khidmaat ke eteraf mein filal e imtiazã»aur amon magsaysayã»award ke elawa 350 mutafariq inamaat aur ezazat mil chuke hain jin ki tafseel khud unhen bhi yad nahi.,positive
2829,2830,phir tera ghuroor tootay ga ,negative
1920,1921,apni uktahat aur bechaine door kerney key leyeh waheed murad nay intehae taiz raftari se car chalaney ka mashgala apna leya tha kae bar hadsa hotey hotey rah geya tha lakin 1983 mein iss tara ki taiz driwing key dauran un ki gari aik darakht se takra gae unki jan to bach gae lakin charey pewr zakham ka nishan par geya shadeed mausi key alam mein woh apnay dost parvaiz malik key pas gaey aur zindagi mein pehli bar un se kam manga parvaiz malik nay un key zakham zada charey ki taraf dekh ker kaha key tum theek ho jao to kam hi kam hay,negative
2607,2608,boht acha episode tha .. yeh larki lava me jal rahe the ..,negative
3968,3969,north nazimabad block l m n or malir khokharapar me bhi taweel loadshedding ,negative
95,96,sher aa nhe raha agya hy lahore ne ilzam aur gaali ki siasat mustrad kr di maryam nawaz ,negative
2204,2205,allah ap ko lambi uamr da,positive
3458,3459,bhatak rahay hain,negative
4174,4175,mujh say zayada achi topee koi nhi phenata hota,negative
5754,5755,"akhbarat, risale aur tarikh par unki gehri nigah thi",positive
3365,3366,allah in zalemu ko saza dy.,negative
4923,4924,habib arain ak magwa kr do plzzzzzzzz eid pa,positive
15,16,kash meri maan zinda hoti...........,positive
2315,2316,razia sheer khan: agar aap majmoi kheelon ki baat kar rahe hain to mardon ko ziyadah saholaten aur ahamiyat hasil hai,negative
1079,1080,"jb iski mrzi hoti hai chal jata hai aur jb marzi ho toh soo jata

means

camera/whatsapp sy videos aur photos wagaira capture/download nae hoti, lakin mobile ko restart karny sy thori dair tak to download/capture hoti hain lakin phr dobara yehi masala aata hai
",negative
32,33,hahahah,positive
4049,4050,on hai  ye hona chaheay bhae,positive
3295,3296,daikha ho tou aa mere ujrey howay bikhrey,positive
4082,4083, lakki shah sadar mehran mein in ka mazar aaj bhi marjaa khas o aam hai,positive
2127,2128,ye kiya hu raha he .kis kafir ki sazzesh he ye,negative
4357,4358,bachae namaz nai parhtae roza rakthae hae,negative
3912,3913,azeem baap ka azeem beta allah lmbi umer dy,positive
5723,5724,tower k bajai bus quaidbad tk mehdud ,negative
4965,4966,shukr h k kisi ko masoom bchho ka to khyal aya. weldon punjab food authority,positive
2435,2436,bygharet docter pakistan k ghaddar lanet hai in sab par allah us k rasul or tmam frishton ki jo chand passon k liay apna emaan tak bech dety hain,negative
2630,2631,akhir aik adad thank you apne sath le kr bahar nikle.,positive
6140,6141, apne dour kay akhrajat apni jaib say ada kiye aur iss doran pure punjab mein koi nai gari nahi kharedi gai,positive
5137,5138,x ly ly promo offer chal rahi hai careem ki. ??,positive
5923,5924,ahan sadi tereef huri idr ao  ,positive
6077,6078,live dekhi keya pur kaif manazar thy,positive
6031,6032,sirf dekhny ka bola h jani .. just have a look .. dont imagine anything ,positive
5965,5966,one day mein in ki behtareen karkardegi 1993 mein karachi mein zimbabwe ke khilaaf kit hi,positive
5464,5465,mubark ho akhir jeet he gy,positive
790,791,choti dunyaa asli mza e is mzaq ka hy,positive
5328,5329,mera anatomy main sir nay ye haal kia ha,negative
906,907,aap apna nambar do mojza hazrat mohammad ka wal mubarak ye...mire nambar 03097065975 wazeer abbas,positive
1631,1632,allah pak k dushman kamyzb ni ho sktay.,positive
843,844,islam musalmano k ilam ka naam nhe un k amal ka naam hy yani islam bolny wali baat nhe karny wala kaam hy ,positive
3357,3358,mujay anti-imran khan videos mat dikhao ,negative
2601,2602,shukar hai ab iski jaga koe dhang ka drama start hoga :p,negative
2627,2628,myn isse umeed pr ye video sheir kr rha hon k ab iss elecation mein elecation cammistion nots ly kr apny qanooni ikhteyar ko istmal kry ga or elecation ka aml shfaf ho jaey ga insha allah .....,positive
3805,3806,kyun ke khawateen par hone wala tashdud khawateen ki taraqi mein rukawat ka bais banta hai,negative
3037,3038,yeh bilkul achotey aur intehai meyari qisam ke programs ka silsila hai,positive
2914,2915,hahahaha bc yeh kaya daikha dia hai? ,negative
5992,5993,"joe dimaggio se bhi divorce ho gai, lekin maggio ne wafa ka rishta marilyn monroe ke inteqal ke bad bhi barqarar rakha aur 20 years tak wo week mein 3 martaba marilyn ki qabar par rose rakhwate rahe",positive
6225,6226, aik muhib e watan pakistani ki hesiyat se unhon ne doshmanon ke samne hatyar dalne ke bajaye jawan mardi se shaheed hone ko tarjih de aur hamesha ke liye amar ho gaye,positive
5054,5055,ate jate hukumranon ne adliya ko apne maqasid ke leye istemal karna chaha,negative
6296,6297,allah ham sub ko him at or gerat dye,positive
3272,3273,aunty nay pora hath hi daal dia bhai ,negative
4676,4677,ishaq dar k aiwan me aane tk mamla muakhar kr diya gaya ,negative
2987,2988,good,positive
2475,2476,"ek sakhun aur ke phir tarz e takallum tera,,,husun sadah ko inayat kare aijaz ka rangâ¦",positive
4877,4878," ;) kabhi kabhi mere dil mein tera khyal ata hai ;)  :/ crackers botter ;) naeem-tariq ,tk <3",positive
5045,5046, app nay pehlay daur hukumat mein  kaye aham aqdamat keye lakin iskay sath sath people's party kay sath sath kashedgi ka silsila jari raha,negative
5783,5784, wasail ki kami aur doston ke adam tawan ki wajah se sawa 5 rupe mein jilani niyazi ko farokht kar deya,negative
5645,5646,khabees baz aa jao,negative
4262,4263,only sahir lodhi na nhi yrh sab jo soboh soboh kanjar pan strt krte n krti hain sbka wrna aise zanabein lottati raheingi n enko paisa melta rhyga,negative
5592,5593,kapra mota nhi hy but kisi t-shirt k uper chl jae ga fashion k tor pr but advice hy mat lo,negative
1026,1027,aslam o alikum hakeem sahb eid mubarak,positive
4710,4711,yaar apne mamaki id btaaa,positive
2518,2519,"blkl miyan sahb, corruption ka mission asan nhn",negative
5129,5130," wazir e azam shaukat azizne 2 april 2006 ko kot radha kishan mein sui gas ki farhami ki taqrib se khitab karte hoye awam ko ghale mein khud kafil hone ki naveed di aur kaha ke sadar ki behtareen policiyon ki wajah se pakistan ka khazana bhar chukka hai, ab humen mehnat aur neek niyati se kaam kar ke awam ko khush haal banana hai",positive
5238,5239,jis ko pakistan writers guild ki janib se ï¿½eeeâ¬ï¿½eee adamjee adbi award ï¿½eeeâ¬ï¿½eee ata kiya gaya,positive
2240,2241,doran e jang aik esa marhala aya ke muhammad mahfuz shaheed ki machine gun dushman ke aik gole ki zarb se tabah ho gai,negative
5910,5911,aik shaiyr ke taur par faraz agarcha sehat zaban ke sath sath auzan-o-behwar par dastaras aur sheyr ki technique ki barikiyon se waqfiyat ko bhi bohat aehmiyat dete the,positive
5179,5180,neelam chattan is helping children in pakistan cope with conflict by refocusing their attention on school,positive
4485,4486,teri jasi biwi hui to kama kama k mar jana phr b puri nai pdni :p,negative
5206,5207,"is liye ab aane wale nae dramas mien, main baqaiyda kuch sanjeeda roles mien dikhai dongi",positive
4342,4343,jaaari hai aur lagta hai marte dum tak rahe gi..ððð,negative
1780,1781,havaldar lalak jan ne aik barod ka thela pusht par bandha aur ak 47 sanbhal kar  bharti gola bari ke darmiyan tiger hill se utre aur kisi ki nigah mein aaye bagheir khofiya banker tak ja pohanche,positive
5057,5058,"bht alaw 
sab say fit wo awaz ha ""kuray wala """,positive
4719,4720,badalta hy rang asmaan kesy kesy..,negative
869,870,hafeez jullandhuri ki shaiyri ki teesri khobi is ki ghanaiyat hai,positive
